,title,Domestic Gross,Year,rating,id,imdbid
1131,Senna,1612430,2010,0,2633,1424432
1132,Cyrus,7468936,2010,0,1166,1336617
1133,Never Let Me Go,2434652,2010,1,1923,1334260
1134,MacGruber,8525600,2010,0,824,1470023
1135,Space Dogs,14408,2010,1,3257,1272051
1136,London Boulevard,16075,2010,0,5398,1213648
1137,Certified Copy,1373975,2010,1,2119,1020773
1138,Animal Kingdom,1044039,2010,0,2419,1313092
1139,Centurion,123570,2010,0,1506,1020558
1140,Bran Nue Dae,113568,2010,0,6067,1148165
1141,Greenberg,4234170,2010,0,872,1234654
1142,Four Lions,304616,2010,0,3435,1341167
1143,Mother and Child,1110509,2010,1,1162,1121977
1144,Exit Through the Gift Shop,3291250,2010,0,988,1587707
1145,Tucker and Dale vs Evil,223838,2010,1,2783,1465522
1146,Rabbit Hole,2229058,2010,1,2246,935075
1147,Monsters,237301,2010,0,1842,1470827
1148,Please Give,4033574,2010,1,908,878835
1149,Carancho,85526,2010,1,1625,1542852
1150,Rare Exports,236347,2010,0,4790,1401143
1151,Frozen,246176,2010,1,4858,2294629
1152,Catfish,3237343,2010,0,1655,1584016
1153,Wild Target,108589,2010,0,2593,1235189
1154,Poetry,356149,2010,1,1566,1287878
1155,Cairo Time,1603616,2010,1,1440,896529
1156,After.Life,108595,2010,0,6311,838247
1157,Ondine,550472,2010,1,2127,1235796
1158,Flipped,1755212,2010,1,6657,817177
1159,Restrepo,1330894,2010,0,2006,1559549
1160,White Material,304020,2010,1,1288,1135952
1161,Ajami,622403,2010,0,891,1077262
1162,Howl,617334,2010,0,2778,1049402
1163,Uncle Boonmee Who Can Recall His Past Lives,184292,2010,1,1775,1588895
1164,Casino Jack,1042959,2010,0,2328,1194417
1165,Heartbeats,68723,2010,0,1619,1600524
1166,Break Ke Baad,427628,2010,1,3816,1578261
1167,Life During Wartime,281447,2010,1,1484,808526
1168,Enter the Void,336467,2010,0,2671,1191111
1169,Middle Men,754301,2010,0,1447,1251757
1170,Kaboom,118919,2010,1,2114,1523483
1171,Standing Ovation,531806,2010,1,4942,1303803
1172,Sound of Noise,24565,2010,0,7115,1278449
1173,Bitch Slap,17365,2010,1,635,1212974
1174,Tiny Furniture,391674,2010,1,944,1570989
1175,Welcome to the Rileys,158898,2010,1,2049,1183923
1176,Last Train Home,288328,2010,1,2126,1512201
1177,Post Mortem,9750,2010,0,2481,1714886
1178,Mysteries of Lisbon,110507,2010,1,4556,1236371
1179,Only the Brave,150000,2010,0,7872,3829920
1180,Survival of the Dead,101740,2010,0,1720,1134854
1181,Attenberg,24036,2010,1,2721,1691323
1182,Breaking Upwards,77389,2010,1,8593,1247644
1183,Night Catches Us,76185,2010,1,4110,775543
1184,Inferno,25489,2010,0,7385,3062096
1185,Ca$h,46488,2010,0,6511,1106860
1186,Defendor,44462,2010,0,1823,1303828
1187,All About Evil,7995,2010,1,4274,1307858
1188,Logan,7137,2010,1,7479,3315342
1189,Finding Bliss,6783,2010,1,2936,1185242
1190,BearCity,6000,2010,0,3686,1426320
1191,Heartless,3697,2010,0,5202,1220214
1192,Drool,1403,2010,1,5506,1268962
1193,Harry Potter and the Deathly Hallows: Part 2,381011219,2011,1,2539,1201607
1194,Transformers: Dark of the Moon,352390543,2011,1,2469,1399103
1195,Pirates of the Caribbean: On Stranger Tides,241071802,2011,0,2312,1298650
1196,Mission: Impossible - Ghost Protocol,209397903,2011,0,2967,1229238
1197,Kung Fu Panda 2,165249063,2011,1,2688,1302011
1198,Fast Five,209837675,2011,1,2265,1596343
1199,Cars 2,191452396,2011,0,2779,1216475
1200,Puss in Boots,149260504,2011,0,2879,448694
1201,Sherlock Holmes: A Game of Shadows,186848418,2011,0,2943,1515091
1202,Rio,143619809,2011,0,2205,1436562
1203,Rise of the Planet of the Apes,176760185,2011,0,2594,1318514
1204,Thor,181030624,2011,1,2252,800369
1205,Captain America: The First Avenger,176654505,2011,0,2567,458339
1206,Hotel Transylvania,148313048,2011,1,3591,837562
1207,X-Men: First Class,146408305,2011,1,2370,1270798
1208,Alvin and the Chipmunks: Chipwrecked,133110742,2011,1,2948,1615918
1209,Real Steel,85468508,2011,0,2752,433035
1210,Bridesmaids,169106725,2011,1,2123,1478338
1211,Super 8,127004179,2011,1,2388,1650062
1212,Rango,123477607,2011,0,2120,1192628
1213,Immortals,83504017,2011,0,2842,1253864
1214,Green Lantern,116601172,2011,0,2411,1133985
1215,Bad Teacher,100292856,2011,1,2451,1284575
1216,Just Go with It,103028109,2011,1,2876,1564367
1217,Horrible Bosses,117538559,2011,1,2512,1499658
1218,Paranormal Activity 3,104028807,2011,1,2878,1778304
1219,Hugo,73864507,2011,1,2985,970179
1220,Hop,108085305,2011,0,2201,1411704
1221,War Horse,79884879,2011,0,2958,1568911
1222,In Time,37520095,2011,0,2807,1637688
1223,Limitless,79249455,2011,0,2162,1219289
1224,Johnny English Reborn,8305970,2011,1,3276,1634122
1225,Final Destination 5,42587643,2011,0,2877,1622979
1226,Midnight in Paris,56817045,2011,1,2479,1605783
1227,Tower Heist,78046570,2011,0,2964,471042
1228,I Am Number Four,55100437,2011,0,2063,1464540
1229,Jack and Jill,74158157,2011,1,3452,810913
1230,Friends with Benefits,55802754,2011,1,2565,1632708
1231,No Strings Attached,70662220,2011,1,2275,1411238
1232,Arthur Christmas,46462469,2011,0,4914,1430607
1233,Source Code,54712227,2011,0,2161,945513
1234,"Crazy, Stupid, Love.",84351197,2011,1,2587,1570728
1235,Contagion,75658097,2011,1,2673,1598778
1236,We Bought a Zoo,75624550,2011,0,3136,1389137
1237,Water for Elephants,58709717,2011,0,2325,1067583
1238,Moneyball,75605492,2011,0,2717,1210166
1239,Insidious,54009150,2011,1,2280,1591095
1240,Paul,37412945,2011,1,2027,1092026
1241,Scream 4,38180928,2011,1,2195,1262416
1242,Dolphin Tale,72286779,2011,0,2691,1564349
1243,Red Riding Hood,37662162,2011,1,2135,1486185
1244,Sucker Punch,36392502,2011,1,1733,978764
1245,Hall Pass,45060734,2011,0,2944,480687
1246,Abduction,28087155,2011,0,8829,1600195
1247,Tinker Tailor Soldier Spy,24149393,2011,0,2747,1340800
1248,Priest,29137000,2011,0,2918,822847
1249,Drive,35061555,2011,1,2679,780504
1250,Diary of a Wimpy Kid: Rodrick Rules,52698535,2011,0,2954,1650043
1251,Hanna,40259119,2011,1,2179,993842
1252,Conan the Barbarian,21295021,2011,1,2636,816462
1253,Colombiana,36665854,2011,0,3702,1657507
1254,From Up on Poppy Hill,1002895,2011,1,3388,1798188
1255,One Day,13843771,2011,0,7028,1563738
1256,Killer Elite,25124966,2011,0,2714,1448755
1257,Winnie the Pooh,26692846,2011,0,2595,1449283
1258,Arthur,33035397,2011,0,2194,1334512
1259,Soul Surfer,43853424,2011,1,2880,1596346
1260,Beastly,27865571,2011,0,2136,1152398
1261,50/50,35014192,2011,0,2819,1306980
1262,Fright Night,18302607,2011,1,2975,1438176
1263,30 Minutes or Less,37053924,2011,0,2618,1622547
1264,Dream House,21302340,2011,1,2834,1462041
1265,Monte Carlo,23186769,2011,1,3170,1067774
1266,Mars Needs Moms,21392758,2011,1,4941,1305591
1267,Jumping the Broom,37295394,2011,1,3606,1640484
1268,One for the Money,26414527,2011,1,3019,1598828
1269,Courageous,34522221,2011,1,5267,1630036
1270,My Week with Marilyn,14600347,2011,1,2887,1655420
1271,Jane Eyre,11242660,2011,1,2376,1229822
1272,A Dangerous Method,5704709,2011,1,3491,1571222
1273,Your Highness,21596445,2011,0,2185,1240982
1274,Apollo 18,17687709,2011,0,2659,1772240
1275,Our Idiot Brother,24816118,2011,1,3021,1637706
1276,Warrior,13657115,2011,0,3043,1291584
1277,Young Adult,16311571,2011,1,2952,1625346
1278,A Separation,7099055,2011,1,2649,1832382
1279,Polisse,211440,2011,1,2929,1661420
1280,Margin Call,5354039,2011,0,2822,1615147
1281,Shame,3909002,2011,0,3511,1723811
1282,Headhunters,1200010,2011,0,3411,1614989
1283,We Have a Pope,548115,2011,0,3428,1456472
1284,Melancholia,3030848,2011,1,2310,1527186
1285,Beginners,5790894,2011,0,2480,1532503
1286,Le Havre,611709,2011,1,2909,1508675
1287,This Must Be the Place,143979,2011,0,3605,1440345
1288,Win Win,10179275,2011,1,2285,1606392
1289,Snow Flower and the Secret Fan,1348205,2011,1,3375,1541995
1290,Prom,10130219,2011,1,6033,1604171
1291,Hysteria,1804139,2011,1,2991,1435513
1292,We Need to Talk About Kevin,1738692,2011,1,2792,1242460
1293,My Piece of the Pie,6850,2011,1,5147,1641624
1294,Cedar Rapids,6861102,2011,0,3028,1477837
1295,Albert Nobbs,3014696,2011,1,3063,1602098
1296,Where Do We Go Now?,531997,2011,1,3675,1772424
1297,Incendies,2071334,2011,1,2188,1255953
1298,A Little Bit of Heaven,15375,2011,1,3196,1440161
1299,Attack the Block,1024175,2011,1,2735,1478964
1300,Dylan Dog: Dead of Night,1186538,2011,0,2812,1013860
1301,Chalet Girl,1710,2011,1,5986,1487118
1302,Hara-Kiri: Death of a Samurai,75688,2011,0,3487,1728196
1303,Intruders,69136,2011,1,7881,4009278
1304,Oranges and Sunshine,143480,2011,1,2202,1438216
1305,Martha Marcy May Marlene,2990625,2011,1,2839,1441326
1306,Atlas Shrugged: Part I,4627375,2011,1,4330,480239
1307,Flypaper,5043,2011,1,2935,1541160
1308,From Prada to Nada,3033623,2011,1,5160,893412
1309,Submarine,467602,2011,0,2189,1440292
1310,Take Shelter,1730296,2011,1,2833,1675192
1311,Like Crazy,3395391,2011,1,2865,1758692
1312,Starbuck,340058,2011,0,2728,1756750
1313,Everything Must Go,2711643,2011,0,2305,1531663
1314,Footnote,2007758,2011,0,3268,1445520
1315,Terraferma,19996,2011,1,3131,1641410
1316,Another Earth,1321194,2011,1,3458,1549572
1317,Red State,1104682,2011,1,2693,873886
1318,"Turn Me On, Dammit!",126085,2011,1,3341,1650407
1319,Wuthering Heights,100915,2011,0,3204,1181614
1320,Vanishing on 7th Street,22729,2011,0,4052,1452628
1321,House of Tolerance,19327,2011,1,5558,1660379
1322,Tomboy,129834,2011,1,3307,1847731
1323,Free Men,53810,2011,0,2859,1699185
1324,Weekend,484592,2011,0,4601,1714210
1325,Page One: Inside the New York Times,1067028,2011,0,2748,1787777
1326,Blackthorn,200558,2011,0,3805,1629705
1327,Perfect Sense,2959,2011,1,3346,1439572
1328,Happythankyoumoreplease,216110,2011,0,2482,1481572
1329,Pariah,769552,2011,1,3255,1233334
1330,Hobo with a Shotgun,703372,2011,0,3534,1640459
1331,Singham,350864,2011,0,4567,1948150
1332,Tyrannosaur,22321,2011,0,3340,1204340
1333,Another Happy Day,8464,2011,1,3325,1719071
1334,No One Killed Jessica,440525,2011,1,7164,1734110
1335,Sleepless Night,3358,2011,0,3221,1683921
1336,Margaret,46495,2011,1,3490,466893
1337,Circumstance,454121,2011,1,2718,1684628
1338,Kill List,29063,2011,1,3440,1788391
1339,Hesher,382946,2011,0,2289,1403177
1340,17 Girls,15123,2011,1,3025,1860152
1341,Super,327716,2011,0,2288,1512235
1342,Sleeping Beauty,36578,2011,1,4970,1588398
1343,Stake Land,33245,2011,0,2811,1464580
1344,Wrecked,8020,2011,0,3208,1316622
1345,October Baby,199442,2011,1,3147,1720182
1346,Viva Riva!,61759,2011,1,2397,1723120
1347,I Will Follow,135809,2011,1,6493,1624426
1348,Michael,15715,2011,0,3220,1906426
1349,Rubber,100370,2011,1,2253,1612774
1350,A Little Help,96868,2011,1,5099,1319722
1351,An Invisible Sign,1279,2011,1,3022,1212454
1352,Ceremony,22270,2011,0,2686,1341341
1353,Aurora,5677,2011,0,6701,2208216
1354,Small Town Murder Songs,31133,2011,1,2702,1429392
1355,After,24544,2011,1,8886,4126476
1356,Rid of Me,11740,2011,1,2837,1376233
1357,Elektra Luxx,11514,2011,1,3110,1340773
1358,Lucky,8564,2011,0,8127,5859238
1359,Skyfall,304360277,2012,1,3632,1074638
1360,Life of Pi,124987023,2012,0,3775,454876
1361,Ted,218815487,2012,0,3415,1637725
1362,Brave,237283207,2012,1,3379,1217209
1363,Wreck-It Ralph,189422889,2012,1,3650,1772341
1364,Django Unchained,162805434,2012,0,3792,1853728
1365,Prometheus,126477084,2012,1,3301,1446714
1366,Snow White and the Huntsman,155332381,2012,1,3297,1735898
1367,Taken 2,139854287,2012,0,3790,1397280
1368,Rise of the Guardians,103412758,2012,0,3757,1446192
1369,Battleship,65422625,2012,0,3192,1440129
1370,Wrath of the Titans,83670083,2012,0,3150,1646987
1371,John Carter,73078100,2012,1,3108,401729
1372,Lincoln,182207973,2012,1,3664,443272
1373,Dark Shadows,79727149,2012,1,3253,1077368
1374,Resident Evil: Retribution,42345531,2012,1,3536,1855325
1375,Silver Linings Playbook,132092958,2012,1,3818,1045658
1376,Argo,136025503,2012,1,3633,1024648
1377,Jack Reacher,80070736,2012,0,3748,790724
1378,21 Jump Street,138447667,2012,0,3380,1232829
1379,Total Recall,58877969,2012,0,3535,1386703
1380,Mirror Mirror,64935167,2012,1,3152,1667353
1381,Looper,66486205,2012,0,3562,1276104
1382,Magic Mike,113721571,2012,1,3385,1915581
1383,Flight,93772375,2012,1,3907,1907668
1384,This Means War,54760791,2012,0,3055,1596350
1385,Paranormal Activity 4,53885000,2012,1,4468,2109184
1386,Step Up Revolution,35074677,2012,1,3445,1800741
1387,Last Vegas,63914167,2012,0,5161,1204975
1388,Zero Dark Thirty,95720716,2012,1,3737,1790885
1389,Ghost Rider: Spirit of Vengeance,51774002,2012,0,3083,1071875
1390,Cloud Atlas,27108272,2012,1,3593,1371111
1391,Chronicle,64575175,2012,0,3037,1706593
1392,Parental Guidance,77267296,2012,1,4320,1047540
1393,Abraham Lincoln: Vampire Hunter,37519139,2012,1,3478,1611224
1394,Pitch Perfect,65001093,2012,1,3578,1981677
1395,ParaNorman,56003051,2012,1,3468,1623288
1396,Project X,54731865,2012,0,7582,1636826
1397,Contraband,66528000,2012,1,3979,1524137
1398,Think Like a Man,91547205,2012,1,4875,1621045
1399,This Is 40,67544505,2012,1,3776,1758830
1400,Savages,47382068,2012,1,3397,1615065
1401,Sinister,48086903,2012,0,3589,1922777
1402,Act of Valor,70012847,2012,0,4825,1591479
1403,Frankenweenie,35291068,2012,0,3587,1142977
1404,Anna Karenina,12816367,2012,0,3736,1781769
1405,Moonrise Kingdom,45512466,2012,1,3348,1748122
1406,Evangelion: 3.0 You Can (Not) Redo,174945,2012,1,4318,860907
1407,Quartet,18390117,2012,1,3855,1441951
1408,Rock of Ages,38518613,2012,1,3355,1336608
1409,Lawless,37400127,2012,0,3485,1212450
1410,End of Watch,41003371,2012,1,5270,1855199
1411,Red Dawn,44806783,2012,0,3716,1234719
1412,Red Tails,49876377,2012,0,3010,485985
1413,Man on a Ledge,18620000,2012,0,3296,1568338
1414,House at the End of the Street,31611916,2012,1,3572,1582507
1415,Safe,17142080,2012,0,3869,1656190
1416,Chernobyl Diaries,18119640,2012,0,3287,1991245
1417,Killing Them Softly,15026056,2012,0,3573,1764234
1418,Arbitrage,7919574,2012,0,3764,1764183
1419,Salmon Fishing in the Yemen,9047981,2012,0,3244,1441952
1420,Haywire,18942396,2012,0,2998,1506999
1421,Seven Psychopaths,15024049,2012,0,3588,1931533
1422,Premium Rush,20275446,2012,1,3497,1547234
1423,Amour,6739492,2012,1,3780,1602620
1424,Hitchcock,6008677,2012,0,3754,975645
1425,Big Miracle,20157300,2012,1,3067,1430615
1426,Sparkle,24397469,2012,1,3709,1876451
1427,Wanderlust,17450535,2012,1,3473,1655460
1428,Kon-Tiki,1517410,2012,0,3980,1613750
1429,Beasts of the Southern Wild,12795746,2012,1,3407,2125435
1430,Gone,11682205,2012,1,3071,1838544
1431,Hit and Run,13749300,2012,1,4404,2097307
1432,Silent House,12754783,2012,1,5860,1767382
1433,A Royal Affair,1546761,2012,1,6850,1276419
1434,Friends with Kids,7251073,2012,1,3120,1720616
1435,Populaire,179091,2012,1,4033,2070776
1436,People Like Us,12434778,2012,1,3386,1716777
1437,Bachelorette,447954,2012,1,3718,1920849
1438,Stoker,1714221,2012,1,4281,1682180
1439,Seeking a Friend for the End of the World,7078738,2012,0,3533,1307068
1440,Haute Cuisine,217883,2012,1,4603,2094877
1441,Hyde Park on Hudson,6376145,2012,0,3908,1477855
1442,Iron Sky,122082,2012,1,3164,1034314
1443,Bernie,9206470,2012,0,7506,1704573
1444,Ruby Sparks,2540106,2012,1,3538,1839492
1445,No,2343664,2012,0,3889,2059255
1446,Cosmopolis,763556,2012,0,3481,1480656
1447,Goon,4168528,2012,0,8843,1456635
1448,Barbara,1013902,2012,1,3338,2178941
1449,Wadjda,1347747,2012,1,4304,2258858
1450,A Late Quartet,1562548,2012,1,3964,1226240
1451,Take This Waltz,1239692,2012,1,2716,1592281
1452,Girl in Progress,2609412,2012,1,4276,1817676
1453,"Jeff, Who Lives at Home",4269426,2012,1,3174,1588334
1454,A Simple Life,191826,2012,1,5330,2008006
1455,Killer Joe,1987762,2012,0,3486,1726669
1456,Barfi!,2804874,2012,0,3669,2082197
1457,Mental,17669,2012,1,3581,1655416
1458,Samsara,2672413,2012,0,3695,770802
1459,Safety Not Guaranteed,4010957,2012,1,3351,1862079
1460,Dabangg 2,2519190,2012,0,3778,2112131
1461,Apartment 143,383,2012,1,4732,1757742
1462,2 Days in New York,633210,2012,1,4101,1602472
1463,English Vinglish,1862086,2012,1,3806,2181931
1464,Cocktail,1227789,2012,1,3735,2168910
1465,Jiro Dreams of Sushi,2552478,2012,0,3740,1772925
1466,Coriolanus,757195,2012,0,3969,1372686
1467,Lore,970325,2012,1,3953,1996310
1468,Shadow Dancer,100616,2012,1,5600,1770734
1469,Sightseers,61782,2012,1,3794,2023690
1470,W.E.,583455,2012,1,3436,1536048
1471,Holy Motors,641100,2012,0,3488,2076220
1472,V/H/S,100345,2012,0,3933,2105044
1473,Detachment,72689,2012,1,6427,1683526
1474,"For a Good Time, Call...",1251749,2012,1,3477,1996264
1475,Damsels in Distress,1008455,2012,1,3262,1667307
1476,Liberal Arts,327345,2012,0,6664,1872818
1477,Being Flynn,540152,2012,0,6203,455323
1478,Trishna,240381,2012,1,3528,1836987
1479,Beyond the Hills,124919,2012,1,3924,2258281
1480,Not Fade Away,610792,2012,1,3837,1230215
1481,Blue Like Jazz,595018,2012,1,4881,1758575
1482,Compliance,319285,2012,1,3479,1971352
1483,Smashed,376597,2012,1,3653,2063781
1484,Joker,169181,2012,1,8863,7286456
1485,Neighboring Sounds,60255,2012,1,6181,2190367
1486,Lola Versus,252603,2012,1,7769,1710417
1487,Sound of My Voice,408015,2012,1,3738,1748207
1488,Juan of the Dead,18000,2012,0,4295,1838571
1489,Berberian Sound Studio,38493,2012,0,3860,1833844
1490,Lovely Molly,18464,2012,1,3546,1707392
1491,Butter,105018,2012,1,4139,1349451
1492,Starlet,88212,2012,1,4165,2035630
1493,Alps,16057,2012,1,3207,1859446
1494,Citadel,13377,2012,0,4650,1641975
1495,Escape Fire: The Fight to Rescue American Healthcare,126238,2012,1,5768,2093109
1496,Vamps,3361,2012,1,7083,1545106
1497,Beyond the Black Rainbow,56491,2012,0,8627,1534085
1498,L!fe Happens,30905,2012,1,5699,1726589
1499,Last Call at the Oasis,42423,2012,1,4889,2043900
1500,Fat Kid Rules the World,41000,2012,0,5086,1995304
1501,Little Birds,17739,2012,1,5043,1623745
1502,Gayby,14062,2012,1,3574,2106739
1503,Call Me Kuchu,9124,2012,1,4776,2088714
1504,11 Flowers,9213,2012,1,3441,2042432
1505,Mosquita y Mari,9000,2012,1,3940,1978480
1506,About Cherry,3003,2012,1,4043,1945062
1507,Price Check,7413,2012,1,3743,1845849
1508,Save the Date,5719,2012,0,5980,1965065
1509,Apart,3161,2012,1,4242,1525552
1510,Why Stop Now?,2432,2012,1,7848,1853643
1511,Iron Man 3,409013994,2013,1,4090,1300854
1512,Despicable Me 2,368065385,2013,1,4300,1690953
1513,Monsters University,268492764,2013,0,4256,1453405
1514,Gravity,274092705,2013,0,4655,1454468
1515,Man of Steel,291045518,2013,1,4238,770828
1516,Thor: The Dark World,206362140,2013,1,4756,1981115
1517,World War Z,202359711,2013,1,4259,816711
1518,Oz the Great and Powerful,234911825,2013,1,3961,1623205
1519,Star Trek Into Darkness,228778661,2013,0,4127,1408101
1520,Pacific Rim,101802906,2013,0,4334,1663662
1521,G.I. Joe: Retaliation,122523060,2013,1,4019,1583421
1522,Now You See Me,117723989,2013,0,4188,1670345
1523,A Good Day to Die Hard,67349198,2013,0,4975,1606378
1524,Oblivion,89107235,2013,1,4055,1483013
1525,Elysium,93050117,2013,1,4460,1535108
1526,Turbo,83028128,2013,1,4375,1860353
1527,Cloudy with a Chance of Meatballs 2,119793567,2013,1,5110,1985966
1528,Epic,107518682,2013,1,4180,848537
1529,American Hustle,150117807,2013,1,4911,1800241
1530,Grown Ups 2,133668525,2013,0,4419,2191701
1531,After Earth,60522097,2013,0,4191,1815862
1532,Planes,90288712,2013,0,4463,1691917
1533,Captain Phillips,107100855,2013,0,4677,1535109
1534,White House Down,73103784,2013,0,4309,2334879
1535,Percy Jackson: Sea of Monsters,68559554,2013,1,4906,1854564
1536,Jack the Giant Slayer,65187603,2013,0,3955,1351685
1537,12 Years a Slave,56671993,2013,1,5033,2024544
1538,Identity Thief,134506920,2013,0,3886,2024432
1539,Anchorman 2: The Legend Continues,125168368,2013,1,5309,1229340
1540,Olympus Has Fallen,98925640,2013,0,4021,2302755
1541,Insidious: Chapter 2,83586447,2013,0,4879,2226417
1542,Lone Survivor,125095601,2013,0,8195,1091191
1543,47 Ronin,38362475,2013,0,4989,1335975
1544,Mama,71628180,2013,1,3853,2023587
1545,Escape Plan,25135965,2013,0,4689,1211956
1546,2 Guns,75612460,2013,0,4450,1272878
1547,This Is the End,101470202,2013,0,4167,1245492
1548,Prisoners,61002302,2013,1,4641,1392214
1549,Saving Mr. Banks,83301580,2013,1,4965,2140373
1550,Warm Bodies,66380662,2013,0,3862,1588173
1551,Gangster Squad,46000903,2013,0,3836,1321870
1552,Instructions Not Included,44467206,2013,1,4652,2378281
1553,Philomena,37709979,2013,1,4888,2431286
1554,Blue Jasmine,33405481,2013,1,4435,2334873
1555,Young Detective Dee: Rise of the Sea Dragon,87783,2013,0,6142,2992146
1556,Riddick,42025135,2013,0,4543,1411250
1557,Safe Haven,71349120,2013,1,3911,1702439
1558,Evil Dead,54239856,2013,1,4024,1288558
1559,42,95020213,2013,0,4054,453562
1560,Rush,26947624,2013,0,5061,1979320
1561,About Time,15322921,2013,1,4707,2194499
1562,Snowpiercer,4563650,2013,1,5296,1706620
1563,Carrie,35266619,2013,1,3923,1939659
1564,Finding Mr. Right,6945,2013,0,5448,2169322
1565,R.I.P.D.,33618855,2013,0,4382,790736
1566,Escape from Planet Earth,57012977,2013,1,3949,765446
1567,August: Osage County,37738810,2013,1,4880,1322269
1568,Stalingrad,1013945,2013,0,6750,1966566
1569,Runner Runner,19316646,2013,0,4653,2364841
1570,Kick-Ass 2,28795985,2013,1,4470,1650554
1571,A Haunted House,40041683,2013,1,8306,2243537
1572,Dallas Buyers Club,27298285,2013,1,4660,790636
1573,Dragon Ball Z: Battle of Gods,2553002,2013,1,5292,2263944
1574,Homefront,20158898,2013,0,5640,2312718
1575,Her,25568251,2013,0,4860,1798709
1576,Texas Chainsaw 3D,34341945,2013,1,4142,1572315
1577,Parker,17616641,2013,1,4163,1904996
1578,Don Jon,24477704,2013,1,4568,2229499
1579,Inside Llewyn Davis,13235319,2013,0,4814,2042568
1580,Mud,21590086,2013,0,4115,1935179
1581,Spring Breakers,14124284,2013,1,3874,2101441
1582,Mandela: Long Walk to Freedom,8323085,2013,0,5023,2304771
1583,Dark Skies,17418667,2013,0,4462,2387433
1584,Nebraska,17654912,2013,1,4658,1821549
1585,Enough Said,17550872,2013,1,4781,2390361
1586,Trance,2328743,2013,0,4025,1924429
1587,Baggage Claim,21569509,2013,1,4661,1171222
1588,Bullet to the Head,9489829,2013,0,3956,1308729
1589,Before Midnight,8114627,2013,1,4272,2209418
1590,Admission,18007317,2013,1,4012,1814621
1591,Dead Man Down,10895295,2013,1,3978,2101341
1592,Machete Kills,8008161,2013,1,4651,2002718
1593,Fruitvale Station,16101339,2013,1,4436,2334649
1594,Out of the Furnace,11330849,2013,0,4910,1206543
1595,Ida,3827060,2013,1,5335,2718492
1596,Only God Forgives,779188,2013,1,4367,1602613
1597,Peeples,9177065,2013,1,4205,1699755
1598,Frances Ha,4069826,2013,1,4136,2347569
1599,Hannah Arendt,717205,2013,1,3678,1674773
1600,Filth,34411,2013,0,4681,1450321
1601,Renoir,2293798,2013,1,4348,2150332
1602,Only Lovers Left Alive,1879534,2013,1,5000,1714915
1603,Gloria,2107925,2013,1,5177,2425486
1604,Closed Circuit,5750401,2013,0,4594,2218003
1605,Yeh Jawaani Hai Deewani,3827466,2013,1,8745,2178470
1606,20 Feet from Stardom,4946445,2013,1,4456,2396566
1607,Man of Tai Chi,100144,2013,1,4908,2016940
1608,Much Ado About Nothing,4328849,2013,1,4273,2094064
1609,Welcome to the Punch,9747,2013,0,4433,1684233
1610,Thanks for Sharing,1065881,2013,0,5079,1932718
1611,Disconnect,1436900,2013,0,4545,1433811
1612,In a World...,2963902,2013,1,4472,2294677
1613,To the Wonder,587615,2013,1,4061,1595656
1614,What Maisie Knew,1066471,2013,1,4173,1932767
1615,Stories We Tell,1600145,2013,1,4536,2366450
1616,Grace Unplugged,2507201,2013,1,5269,2349460
1617,Austenland,2159041,2013,1,5106,1985019
1618,Blackfish,2073582,2013,1,5389,2545118
1619,Girl Most Likely,1378591,2013,1,4471,1698648
1620,Kill Your Darlings,1030064,2013,0,5362,1311071
1621,Short Term 12,1013100,2013,1,4598,2370248
1622,Lovelace,356582,2013,1,4583,1426329
1623,Killing Season,39881,2013,0,4537,1480295
1624,How I Live Now,60213,2013,1,4925,1894476
1625,Byzantium,89237,2013,1,4371,1531901
1626,V/H/S/2,21833,2013,1,5126,2450186
1627,Passion,92181,2013,1,4280,1829012
1628,Camille Claudel 1915,35296,2013,1,4788,2018086
1629,Upstream Color,444098,2013,0,6693,2084989
1630,Prince Avalanche,205139,2013,0,4488,2195548
1631,Drinking Buddies,343341,2013,1,4624,2265398
1632,Augustine,107352,2013,1,4303,2098628
1633,Cutie and the Boxer,200036,2013,0,5169,2355540
1634,Afternoon Delight,174496,2013,1,4619,2312890
1635,We Are What We Are,81381,2013,1,4948,2309021
1636,John Dies at the End,141951,2013,0,4432,1783732
1637,Is the Man Who Is Tall Happy?,137042,2013,0,6483,1817287
1638,Computer Chess,102041,2013,0,4461,2007360
1639,Europa Report,125687,2013,1,4324,2051879
1640,A Case of You,4187,2013,1,7765,1817081
1641,A Field in England,32846,2013,0,4608,2375574
1642,Leviathan,76202,2013,1,5978,2802154
1643,Concussion,42606,2013,0,6633,3322364
1644,Go for Sisters,70495,2013,1,4751,2247432
1645,Maidentrip,68243,2013,1,6709,2555268
1646,Out in the Dark,26966,2013,0,7656,2318625
1647,Faust,58132,2013,0,7330,1437357
1648,CBGB,40400,2013,0,8920,1786751
1649,I Used to Be Darker,22214,2013,1,4743,2147728
1650,Touchy Feely,36128,2013,1,5507,2364949
1651,Plush,3080,2013,1,6272,2226519
1652,Struck by Lightning,28378,2013,1,4299,1791614
1653,Tiger Eyes,27160,2013,1,5759,1748260
1654,Kiss of the Damned,14752,2013,1,4144,1959438
1655,Justice Is Mind,14360,2013,1,5537,2289920
1656,Dorfman in Love,13737,2013,1,5572,1665418
1657,Greetings from Tim Buckley,11157,2013,0,7155,1823125
1658,If I Were You,9432,2013,1,5352,1587309
1659,A Teacher,8348,2013,1,7694,2201548
1660,Supporting Characters,4917,2013,0,4538,1874789
