title,year,rating,id,imdbid
This Must Be the Place,2011,0,3605,1440345
Thor,2011,1,2252,0800369
"Three Disappearances of Soad Hosni, The",2011,1,3306,2007418
"Three Musketeers, The",2011,0,2787,1509767
Tinker Tailor Soldier Spy,2011,0,2747,1340800
Tomboy,2011,1,3307,1847731
Too Big to Fail,2011,0,2355,1742683
Toutes nos envies,2011,1,6295,1942120
Tower Heist,2011,0,2964,0471042
Transformers: Dark of the Moon,2011,1,2469,1399103
"Tree of Life, The",2011,0,2368,0478304
Trishna,2011,1,3528,1836987
"Turn Me On, Dammit!",2011,1,3341,1650407
"Twilight Saga: Breaking Dawn - Part 1, The",2011,1,3756,1324999
Tyrannosaur,2011,0,3340,1204340
Union Squre,2011,1,5057,1783798
Unknown,2011,0,6285,1401152
"Unleashed, The",2011,1,2497,1756832
Untouchable,2011,0,2919,1675434
Violet &amp; Daisy,2011,1,5216,1634136
W.E.,2011,1,3436,1536048
Wake Wood,2011,1,2146,1296899
War Horse,2011,0,2958,1568911
Warrior,2011,0,3043,1291584
Water for Elephants,2011,0,2325,1067583
We Bought a Zoo,2011,0,3136,1389137
We Have a Pope,2011,0,3428,1456472
We Need to Talk About Kevin,2011,1,2792,1242460
Weekend,2011,0,4601,1714210
What&#39;s Your Number,2011,1,4897,0770703
When Pigs Have Wings,2011,0,4097,1735200
Where Do We Go Now?,2011,1,3675,1772424
Win Win,2011,1,2285,1606392
Winnie the Pooh,2011,0,2595,1449283
Without Men,2011,1,7060,1547090
"Woman, The",2011,1,2689,1714208
Wuthering Heights,2011,0,3204,1181614
X-Men: First Class,2011,1,2370,1270798
xxxHolic Ro Adayume,2011,0,6235,4627404
"Year Dolly Parton Was My Mom, The",2011,1,6725,1316624
Yelling to the Sky,2011,1,6525,1504508
You Instead,2011,1,2703,1672845
You&#39;re Next,2011,1,4505,1853739
Young Adult,2011,1,2952,1625346
Your Highness,2011,0,2185,1240982
Your Sister&#39;s Sister,2011,1,3527,1742336
&#39;Tamara Drewe&#39;,2010,1,2358,1486190
127 Hours,2010,1,1758,1542344
13 Assassins,2010,0,1698,1436045
16 Wishes,2010,1,3842,1646876
18 comidas,2010,0,2629,1671616
22 Bullets / L&#39;immortel,2010,0,7718,1167638
30 Days of Night: Dark Days,2010,1,5876,1320304
4.3.2.1,2010,1,2643,1514041
A Bag of Hammers,2010,1,2733,1509787
A Little Help,2010,1,5099,1319722
A Marine Story,2010,1,2810,1447479
A Nightmare on Elm Street,2010,1,6047,1179056
"A-Team, The",2010,0,969,0429493
Abel,2010,1,1651,1479668
"Accursed, The",2010,0,8710,1666300
Aftershock,2010,1,3109,1393746
Alice in Wonderland,2010,1,699,1014759
All About Evil,2010,1,4274,1307858
Amador,2010,1,1672,1477171
"Amazing Bulk, The",2010,0,5025,1788453
"American, The",2010,0,1530,1440728
An Invisible Sign,2010,1,3022,1212454
And Soon the Darkness,2010,1,2112,1391034
Animal Kingdom,2010,0,2419,1313092
Another Year,2010,1,1760,1431181
Arrietty,2010,1,2513,1568921
"Back-up Plan, The",2010,1,808,1212436
Bal,2010,0,2055,1571724
Band Baaja Barat,2010,1,3011,1610452
Bandage,2010,1,2465,0482459
Barbie in a Mermaid Tale,2010,1,5231,1610301
Barney&#39;s Version,2010,1,2200,1423894
Basilicata Coast to Coast,2010,1,3607,1529233
Batman: Under the Red Hood,2010,0,2321,1569923
BearCity,2010,0,3686,1426320
Bedevilled,2010,1,3815,1646959
Beginners,2010,0,2480,1532503
Beyond the Black Rainbow,2010,0,8627,1534085
Bill Cunningham New York,2010,1,3224,1621444
Biutiful,2010,0,2059,1164999
Black Swan,2010,1,1662,0947798
Black Venus,2010,1,3042,1401643
Blue Valentine,2010,0,2088,1120985
Book of Eli,2010,1,848,1037705
Boy,2010,0,1016,1560139
Boy Wonder,2010,1,5018,1456060
Bratz: Pampered Petz,2010,1,4930,1719009
Break Ke Baad,2010,1,3816,1578261
Browncoats: Redemption,2010,1,1004,1593655
Buried,2010,0,1650,1462758
Burlesque,2010,1,1784,1126591
Ca$h,2010,0,6511,1106860
Cairo 678,2010,1,3228,1764141
Camp Rock 2: The Final Jam,2010,1,2261,1252380
Carancho,2010,1,1625,1542852
Casino Jack,2010,0,2328,1194417
Catfish,2010,0,1655,1584016
Cemetery Junction,2010,0,773,1196204
Centurion,2010,0,1506,1020558
Ceremony,2010,0,2686,1341341
Certified Copy,2010,1,2119,1020773
Charlie St. Cloud,2010,0,1865,1438254
Chasing Legends,2010,0,2863,1996211
Chico &amp; Rita,2010,0,1831,1235830
"Chronicles of Narnia: The Voyage of the Dawn Treader, The",2010,1,1884,0980970
Clash of the Titans,2010,1,1772,0800320
"Client List, The",2010,0,1933,1625340
"Clinic, The",2010,1,2951,1345772
"Clock, The",2010,1,2908,2008009
Como Esquecer,2010,1,5830,1735853
Confessions (Kokuhaku),2010,1,2084,1590089
"Conspirator, The",2010,1,2962,0968264
Conviction,2010,1,2245,1244754
Cop Out,2010,0,1453,1385867
"Corridor, The",2010,0,2729,1602617
Country Strong,2010,1,3708,1555064
"Crazies, The",2010,1,694,0455407
Cyrus,2010,0,1166,1336617
Das letzte Schweigen,2010,1,6728,1361835
Date Night,2010,1,784,1279935
Daydream Nation,2010,1,3887,1581835
Dear John,2010,0,2129,0989757
"Debt, The",2010,1,2661,1226753
Denizen,2010,0,3425,1194424
Despicable Me,2010,1,1139,1323594
Detective Dee and the Mystery of the Phantom Flame,2010,1,2700,1123373
Devil,2010,1,1701,1314655
Diary of a Wimpy Kid,2010,1,705,1196141
Diciotto anni dopo,2010,0,6248,1433802
Dinner for Schmucks,2010,0,1407,0427152
"Disciple, The",2010,0,2881,1618390
Don&#39;t Be Afraid of the Dark,2010,1,2680,1270761
Dos hermanos,2010,1,1012,1576382
Due Date,2010,0,2190,1231583
Dylan Dog: Dead of Night,2010,0,2812,1013860
Easy A,2010,1,1599,1282140
Eat Me!,2010,1,3278,1412541
"Eat, Pray, Love",2010,1,1480,0879870
Edge of Darkness,2010,0,3459,1226273
El dios de madera,2010,1,1215,1511354
Elektra Luxx,2010,1,3110,1340773
Elena Undone,2010,1,4310,1575539
Elle s&#39;appelait Sarah (Sarah&#39;s key),2010,1,1742,1668200
Enthiran,2010,1,3852,1305797
Essential Killing,2010,0,2781,1561768
Everything Must Go,2010,0,2305,1531663
Exit Through the Gift Shop,2010,0,988,1587707
"Expendables, The",2010,0,1509,1320253
"Experiment, The",2010,0,4823,0997152
"Extraordinary Adventures of Adele Blanc-Sec, The",2010,1,2774,1179025
Fair Game,2010,1,2780,0977855
"Fanny, Annie &amp; Danny",2010,1,6069,1614338
Faster,2010,0,2177,1433108
Feeding Frenzy,2010,1,4137,1706365
"Fighter, The",2010,0,2033,0964517
First Night,2010,1,4170,1536053
Flipped,2010,1,6657,0817177
Food Stamped,2010,1,3456,1667079
For 80 Days,2010,1,2192,1600383
For Colored Girls,2010,1,2307,1405500
Four Lions,2010,0,3435,1341167
"Four-Faced Liar, The",2010,1,1918,1174693
Frankie and Alice,2010,1,6398,1221208
Frozen,2010,0,3676,1323045
Get Him To The Greek,2010,0,870,1226229
"Ghost Writer, The",2010,0,828,1139328
Going Postal,2010,0,6453,1219817
Going the Distance,2010,1,1607,1322312
"Good Witch&#39;s Gift, The",2010,1,4015,1560779
"Great Vazquez, The",2010,1,1624,1525915
Green Zone,2010,0,704,0947810
Greenberg,2010,0,872,1234654
Grown Ups,2010,1,980,1375670
Gunless,2010,0,1930,1376195
"Hairdresser, The",2010,1,5644,1585255
Halo: Legends,2010,0,7927,1480660
Happythankyoumoreplease,2010,0,2482,1481572
Harriet the Spy: Blog Wars,2010,1,8819,1545097
Harry Potter and the Deathly Hallows: Part 1,2010,1,1773,0926084
Heartbeats,2010,0,1619,1600524
"Heavy, The",2010,0,2178,0473364
"Hollywood Complex, The",2010,1,2712,1754351
Hot Tub Time Machine,2010,0,715,1231587
"Housemaid, The",2010,1,1606,1314652
How Do You Know,2010,1,6345,1341188
How I ended this summer,2010,0,2103,1588875
How to Train Your Dragon,2010,1,711,0892769
Howl,2010,0,2778,1049402
"Human Resources Manager, The",2010,0,2329,1311075
Hunter Prey,2010,0,5869,1270291
"Hunter, The",2010,0,3213,1190072
Hypothermia,2010,1,4810,1313244
I Am Love,2010,1,1005,1226236
I Saw the Devil,2010,0,3319,1588170
I Will Follow,2010,1,6493,1624426
"Illusionist, The",2010,0,2051,0775489
Incendies,2010,1,2188,1255953
Inception,2010,1,1169,1375666
Insidious,2010,1,2280,1591095
Into Our Own Hands,2010,1,1618,1653853
Ip Man 2,2010,0,3187,1386932
Iron Man 2,2010,1,797,1228705
It&#39;s Kind of a Funny Story,2010,0,2113,0804497
Jack and the Beanstalk,2010,0,1929,1079968
Jack goes boating,2010,0,6556,1278379
Jo&#39;s Boy,2010,0,3157,1548603
Jucy,2010,1,1507,1336999
Just Wright,2010,1,901,1407061
Justice League: Crisis on Two Earths,2010,0,3390,1494772
Kaboom,2010,1,2114,1523483
"Karate Kid, The",2010,1,943,1155076
Kick-Ass,2010,0,737,1250777
"Kids Are All Right, The",2010,1,1199,0842926
"Killer Inside Me, The",2010,0,4003,0954947
"Killing Jar, The",2010,1,3804,1270296
King of Devil&#39;s Island,2010,0,2940,1332134
"King&#39;s Speech, The",2010,1,1863,1504320
Knight and Day,2010,0,1174,1013743
La tete en friche,2010,0,1519,1455151
"Last Airbender, The",2010,0,1019,0938283
"Last Exorcism, The",2010,1,1612,1320244
"Last Song, The",2010,1,5990,1294226
Leading Ladies,2010,1,2827,1462053
Leap Year,2010,1,8482,1216492
Legion,2010,1,979,1038686
Les emotifs anonymes,2010,1,4078,1565958
Let Me In,2010,0,1649,1228987
Letters to Juliet,2010,1,823,0892318
Little White Lies,2010,1,2773,1440232
London Boulevard,2010,0,5398,1213648
Los ojos de Julia (Julia&#39;s Eyes),2010,1,5009,1512685
"Losers, The",2010,0,1531,0480255
"Lottery, The",2010,1,2272,1515935
Love and Other Drugs,2010,0,2096,0758752
Love in a puff,2010,0,5854,1602479
Love Like Poison,2010,1,1474,1646985
MacGruber,2010,0,824,1470023
Machete,2010,1,1528,0985694
Made In Dagenham,2010,1,1652,1371155
Majorite opprimee,2010,0,5197,1684911
Meek&#39;s Cutoff,2010,0,2206,1518812
Megamind,2010,0,1743,1001526
Middle Men,2010,0,1447,1251757
Mine vaganti,2010,1,5623,1405810
Monga,2010,0,1471,1604900
Mongolian Death Worm,2010,1,5735,1504443
Monsters,2010,0,1842,1470827
Morning Glory,2010,1,1723,1126618
Mozart&#39;s Sister,2010,1,6780,1653911
My Babysitter&#39;s a Vampire,2010,1,4923,1673423
My Soul to Take,2010,1,7491,0872230
Mysteries of Lisbon,2010,1,4556,1236371
Nanny McPhee and the Big Bang,2010,1,2416,1415283
Never Let Me Go,2010,1,1923,1334260
"Next Three Days, The",2010,1,1777,1458175
Night Catches Us,2010,1,4110,0775543
Norwegian Wood,2010,1,2782,1270842
Of god and men (Des hommes et des dieux),2010,0,1820,1588337
Omae Umasou da na,2010,0,2801,1734113
On Tour,2010,1,3464,1451762
Oranges and Sunshine,2010,1,2202,1438216
"Other Guys, The",2010,0,1448,1386588
Our Family Wedding,2010,1,702,1305583
Outside the Law,2010,0,2775,1229381
Paranormal Activity 2,2010,1,2794,1536044
Peacock,2010,0,962,1188113
Percy Jackson &amp; the Olympians: The Lightning Thief,2010,1,2537,0814255
Pete Smalls Is Dead,2010,0,4530,1381413
Pink Saris,2010,1,2459,1721685
"Place in Between, The",2010,1,2052,1723115
Please Give,2010,1,908,0878835
Poetry,2010,1,1566,1287878
Post Mortem,2010,0,2481,1714886
Potiche,2010,1,2264,1521848
Predators,2010,0,1168,1424381
Predicament,2010,0,4128,1574639
Pretty Little Liars,2010,1,8022,1578873
Prince of Persia: The Sands of Time,2010,0,831,0473075
R U There,2010,0,968,1443518
Rabbit Hole,2010,1,2246,0935075
Ramayana: The Epic,2010,0,5440,1744641
Ramona and Beezus,2010,1,1350,0493949
Rare Exports,2010,0,4790,1401143
Red,2010,0,1700,1245526
Red: Werewolf Hunter,2010,1,3647,1626201
"Reef, The",2010,0,7216,1320291
Remember Me,2010,1,1303,1403981
Repo Men,2010,1,723,1053424
Resident Evil: Afterlife,2010,1,1567,1220634
Restrepo,2010,0,2006,1559549
Revenge of the Bridesmaids,2010,1,4991,1666642
Robin Hood,2010,1,822,0955308
"Romantics, The",2010,1,2791,1403988
Room in Rome,2010,1,2175,1263750
Rubber,2010,1,2253,1612774
"Runaways, The",2010,1,832,1017451
Salt,2010,1,1299,0944835
Sasha,2010,0,8562,1667691
Scooby-Doo! Camp Scare,2010,1,7683,1731767
Score: A Hockey Musical,2010,0,1711,1592876
Scott Pilgrim vs. the World,2010,1,1468,0446029
Secretariat,2010,1,1669,1028576
Secuestrados,2010,1,7363,1629377
Senna,2010,0,2633,1424432
Sex and the city 2,2010,1,835,1261945
Shelter,2010,1,1580,1179069
Shrek Forever After,2010,0,894,0892791
"Shrine, The",2010,1,3068,1341710
Shutter Island,2010,0,716,1130884
Simple Simon,2010,0,2046,1686313
Skeletons,2010,1,1175,1425933
Skyline,2010,1,1880,1564585
Small Town Murder Songs,2010,1,2702,1429392
Snabba cash,2010,0,6177,1291652
"Social Network, The",2010,0,1620,1285016
Somewhere,2010,1,2124,1421051
"Sorcerer&#39;s Apprentice, The",2010,0,1301,0963966
Sound of Noise,2010,0,7115,1278449
Space Dogs,2010,1,3257,1272051
Spiderhole,2010,1,5100,1496884
"Spy Next Door, The",2010,1,2093,1273678
Stake Land,2010,0,2811,1464580
Standing Ovation,2010,1,4942,1303803
Steam of Life,2010,0,2337,1583323
Stonehenge Apocalypse,2010,1,3505,1488598
Submarine,2010,0,2189,1440292
Submarino,2010,0,1533,1322385
Super,2010,0,2288,1512235
Superman/Batman: Apocalypse,2010,1,2164,1673430
Surely Someday,2010,0,3568,1450332
"Switch, The",2010,0,1570,0889573
Takers,2010,0,2271,1135084
Tangled,2010,1,1782,0398286
Tekken,2010,0,3316,0411951
"Tempest, The",2010,1,1653,1274300
Temple Grandin,2010,1,1866,1278469
Third Star,2010,0,8538,1510906
Time Traveller (Toki o Kakeru Shojo),2010,1,4366,1614408
Tinker Bell and the Great Fairy Rescue,2010,1,3903,1216515
Tiny Furniture,2010,1,944,1570989
Titanic II,2010,1,4504,1640571
"Tomorrow, When the War Began",2010,1,5134,1456941
"Tourist, The",2010,0,1879,1243957
"Town, The",2010,0,1576,0840361
Toy Story 3,2010,1,961,0435761
Transfer,2010,1,3763,1270120
Trigger,2010,1,1938,1624408
"Trip, The",2010,0,2542,1740047
Triple Dog,2010,1,2110,1232838
TrollHunter,2010,0,2677,1740707
Tron Legacy,2010,0,1851,1104001
True Grit,2010,1,1854,1403865
Tucker and Dale vs Evil,2010,1,2783,1465522
Turbulent Skies,2010,1,2624,1518861
Twelve Thirty,2010,1,5536,1520453
"Twilight Saga: Eclipse, The",2010,1,1234,1325004
Una hora mas en Canarias,2010,1,1183,1161411
Uncle Boonmee Who Can Recall His Past Lives,2010,1,1775,1588895
Une vie de chat,2010,1,3975,1673702
Unstoppable,2010,1,1759,0477080
Valentine&#39;s Day,2010,1,989,0817230
Valkaama,2010,0,5239,1669706
Vanishing on 7th Street,2010,0,4052,1452628
Viva Riva!,2010,1,2397,1723120
Wall Street: Money Never Sleeps,2010,1,1661,1027718
"Ward, The",2010,1,2813,1369706
"Way Back, The",2010,0,7045,1023114
"Way, The",2010,0,4102,1441912
We are The Night (Wir sind die Nacht),2010,1,5070,1692504
Welcome to the Rileys,2010,1,2049,1183923
West Is West,2010,1,4103,1441956
When in Rome,2010,1,5036,1185416
"Whistleblower, The",2010,1,3169,0896872
Who We Are,2010,0,7152,1587386
Wild Target,2010,0,2593,1235189
Winter&#39;s Bone,2010,1,909,1399683
"Wolfman, The",2010,0,717,0780653
Womb,2010,1,3762,1216520
"Women on the 6th Floor, The",2010,1,2771,1805297
Wrecked,2010,0,3208,1316622
XXXHOLiC: Ro,2010,1,6228,1648133
YellowBrickRoad,2010,1,4038,1398428
Yogi Bear,2010,0,1893,1302067
You Again,2010,1,1626,1414382
You Will Meet a Tall Dark Stranger,2010,1,1518,1182350
&quot;Chess in Concert&quot;,2009,0,1111,1340768
(500) Days of Summer,2009,0,434,1022603
(Untitled),2009,0,7382,1132193
12 Men of Christmas,2009,1,5013,1446201
17 Again,2009,1,315,0974661
2012,2009,0,1695,1190080
3 Idiots,2009,0,3066,1187043
44 Inch Chest,2009,0,1520,0914837
9,2009,0,494,0472033
A Perfect Getaway,2009,1,642,0971209
A Prophet (Un Prophete),2009,0,1756,1235166
A Serious Man,2009,0,1870,1019452
A Single Man,2009,0,697,1315981
A Town Called Panic,2009,0,2558,1433540
About Elly,2009,1,1609,1360860
Accidents Happen,2009,1,7614,1119123
According to Greta,2009,1,3997,1059925
Adam,2009,0,4119,1185836
Adventureland,2009,1,311,1091722
After.Life,2009,0,6311,0838247
Agora,2009,0,692,1186830
Air Doll,2009,0,1043,1371630
Ajami,2009,0,891,1077262
Albino Farm,2009,1,3821,1050001
Alice,2009,1,2454,1461312
Aliens in the Attic,2009,1,5666,0775552
All About Steve,2009,1,1180,0881891
Amelia,2009,1,5367,1129445
An Education,2009,1,885,1174732
And Then Came Lola,2009,1,5462,1123894
Angels &amp; Demons,2009,0,331,0808151
Antichrist,2009,0,644,0870984
Armored,2009,0,3779,0913354
"Assassin Next Door, The",2009,1,1705,1198153
Astro Boy,2009,1,906,0375568
Attack on Leningrad,2009,1,3838,0432314
Avatar,2009,0,582,0499549
Away We Go,2009,1,804,1176740
Awaydays,2009,0,5359,1137436
"Bad Lieutenant: Port of Call - New Orleans, The",2009,1,2438,1095217
Beautiful Kate,2009,1,6883,1209377
Beeswax,2009,1,996,1339268
Big Font. Large Spacing,2009,1,5857,1479163
Bitch Slap,2009,1,635,1212974
Black Dynamite,2009,0,4000,1190536
"Blind Side, The",2009,0,2048,0878804
Blood: The Last Vampire,2009,1,423,0806027
"Boat That Rocked, The",2009,1,812,1131729
"Boondock Saints II: All Saints Day, The",2009,0,2600,1300851
"Box, The",2009,1,2239,0362478
Br&uuml;no,2009,0,480,0889583
Bran Nue Dae,2009,0,6067,1148165
Breaking Upwards,2009,1,8593,1247644
Bride Wars,2009,1,1395,0901476
Brief Interviews With Hideous Men,2009,0,2304,0790627
Bright Star,2009,1,886,0810784
Bring It On: Fight to the Finish,2009,1,758,1349482
Broken Embraces,2009,1,2830,0913425
Brooklyn&#39;s Finest,2009,0,951,1210042
Brothers,2009,1,1487,0765010
Butter bei die Fische,2009,1,7176,1362534
C Me Dance,2009,1,4322,1314645
Cairo Time,2009,1,1440,0896529
Capitalism: A Love Story,2009,0,726,1232207
Cargo,2009,1,1446,0381940
Carriers,2009,1,4763,0806203
Case 39,2009,1,1750,0795351
Celda 211,2009,0,7917,1242422
Cherrybomb,2009,0,7623,1248971
Children of the Corn,2009,0,5907,1290135
Chloe,2009,1,1341,1352824
Chohatsu Daikaiju Gehara,2009,0,6571,3671900
"City of Your Final Destination, The",2009,1,2540,0896923
Cloudy with a Chance of Meatballs,2009,0,534,0844471
Coco avant Chanel,2009,1,1821,1035736
Coco Chanel &amp; Igor Stravinsky,2009,0,1634,1023441
"Concert, The",2009,0,3462,1320082
Confessions of a Shopaholic,2009,1,915,1093908
Cooking with Stella,2009,1,1526,1479676
Coraline,2009,1,314,0327597
Cosmonauta,2009,1,5966,1332054
Cracks,2009,1,2396,1183665
Crossing Over,2009,1,2042,0924129
"Cry of the Owl, The",2009,0,6580,1034302
Dance Subaru,2009,1,3846,1230424
"Dancer and the Thief, The",2009,0,3377,1243375
David&#39;s Birthday,2009,1,4780,1273204
Daybreakers,2009,0,910,0433362
Dead Hooker in a Trunk,2009,1,4332,1508661
Dead Like Me: Life After Death,2009,1,278,1079444
Dead Snow,2009,0,1080,1278340
Deadline,2009,1,4049,1242618
Dear Lemon Lima,2009,1,2685,1242423
Defendor,2009,0,1823,1303828
"Descent: Part 2, The",2009,1,6533,1073105
Desert Flower,2009,1,2650,1054580
"Disappearance of Alice Creed, The",2009,0,1813,1379177
District 9,2009,0,468,1136608
Do Comeco ao Fim,2009,0,4929,1440741
Dogtooth,2009,1,712,1379182
Dom zly,2009,0,5120,1485698
Dorian Gray,2009,0,7628,1235124
"Double Hour, The",2009,1,2884,1379222
Drag Me to Hell,2009,1,654,1127180
Drool,2009,1,5506,1268962
Duplicity,2009,0,498,1135487
Echelon Conspiracy,2009,0,518,1124039
El nino pez,2009,1,5034,1235842
El traspatio (Backyard),2009,1,5116,1257579
Elsewhere,2009,1,4533,0874271
Enter the Void,2009,0,2671,1191111
Evangelion: 2.0 You Can (Not) Advance,2009,1,3732,0860906
Everybody&#39;s Fine,2009,0,1917,0780511
Exam,2009,1,1454,1258197
Exit 117,2009,0,2635,1521783
Eyes Wide Open,2009,0,2443,1424327
Fantastic Mr. Fox,2009,0,550,0432283
Fast &amp; Furious,2009,0,2401,1013752
Fatal Rescue,2009,0,7631,1144825
"Final Destination, The",2009,1,4596,1144884
Finding Bliss,2009,1,2936,1185242
Fired Up!,2009,0,4086,1083456
Fish Tank,2009,1,888,1232776
"Fourth Kind, The",2009,1,4062,1220198
Frequently Asked Questions About Time Travel,2009,0,932,0910554
Friday the 13th,2009,0,4570,0758746
Fruit Fly,2009,1,5402,1326221
Funny People,2009,0,408,1201167
Futurama: Into the Wild Green Yonder,2009,1,276,1054487
G-Force,2009,0,2378,0436339
G.I. Joe: The Rise of Cobra,2009,0,453,1046173
Gamer,2009,0,2536,1034032
Georgia O&#39;Keeffe,2009,1,7010,1320286
Get Low,2009,0,2273,1194263
Ghosted,2009,1,665,1252595
"Girl (Flickan), The",2009,1,3847,1342378
"Girl on the Train, The",2009,1,1011,1183672
"Girl Who Kicked the Hornets&#39; Nest, The",2009,1,2125,1343097
"Girl Who Played with Fire, The",2009,1,2149,1216487
"Girl with the Dragon Tattoo, The",2009,1,485,1132620
"Girlfriend Experience, The",2009,1,1479,1103982
Go get some rosemary,2009,0,1482,1426362
"Good Guy, The",2009,1,2109,1247662
"Good Witch&#39;s Garden, The",2009,1,4014,1312251
Grey Gardens,2009,1,377,0758751
Hachi: A Dog&#39;s Tale,2009,0,8555,1028532
"Hangover, The",2009,0,361,1119646
Hannah Free,2009,1,1574,1315214
Harry Brown,2009,0,3345,1289406
Harry Potter and the Half-Blood Prince,2009,1,375,0417741
He&#39;s Just Not That Into You,2009,1,3299,1001508
Headhunter,2009,0,3356,1322315
Heartless,2009,0,5202,1220214
Helen,2009,1,714,1012729
Hideaway (Le refuge),2009,1,1485,1504429
"Hole, The",2009,1,8003,1085779
"Horde, The",2009,0,3200,1183276
"House of the Devil, The",2009,1,641,1172994
Hua Mulan,2009,1,1286,1308138
"Human Centipede (First Sequence), The",2009,1,978,1467304
Humpday,2009,0,922,1334537
I can do bad all by myself,2009,0,6937,1385912
I Come with the Rain,2009,0,4217,1024744
I Love You Phillip Morris,2009,0,757,1045772
"I Love You, Man",2009,0,519,1155056
Ice Age: Dawn of the Dinosaurs,2009,0,458,1080016
Il richiamo,2009,1,3378,1463167
"Imaginarium of Doctor Parnassus, The",2009,0,696,1054606
In the Electric Mist,2009,0,4075,0910905
In the Loop,2009,1,496,1226774
Infestation,2009,1,4006,1020543
"Informant!, The",2009,0,987,1130080
Inglourious Basterds,2009,1,557,0361748
Ink,2009,1,2777,1071804
"Invention of Lying, The",2009,0,555,1058017
Invictus,2009,0,1186,1057500
It&#39;s Complicated,2009,1,771,1230414
J&#39;ai tu&eacute; ma m&egrave;re,2009,0,2196,1424797
Jaffa,2009,1,1797,1406160
Jennifer&#39;s Body,2009,1,643,1131734
"Joneses, The",2009,1,5636,1285309
Ju-on: Black Ghost,2009,1,5951,1422674
Ju-on: White Ghost,2009,1,5923,1422675
Julie &amp; Julia,2009,1,427,1135503
Kaiji: The Ultimate Gambler,2009,0,2464,1309449
Killer Bean Forever,2009,0,8776,1340108
Knowing,2009,0,354,0448011
Land of the Lost,2009,0,7359,0457400
"Last House on the Left, The",2009,1,5363,0844708
Last of the Living,2009,0,5052,1351177
"Last Station, The",2009,1,946,0824758
Last Train Home,2009,1,2126,1512201
Law Abiding Citizen,2009,1,892,1197624
Le h&eacute;risson,2009,1,2439,1442519
Lebanon,2009,0,1796,1483831
Lesbian Vampire Killers,2009,1,1885,1020885
Life During Wartime,2009,1,1484,0808526
"Limits of Control, The",2009,0,1779,1135092
Little Girl,2009,1,3516,1426371
London River,2009,1,1214,1227787
Looking for Eric,2009,0,7723,1242545
Los viajes del viento,2009,0,721,1426374
Lost Persons Area,2009,0,811,1405808
Lourdes,2009,1,1803,1405809
Love Happens,2009,1,6058,0899106
Love Takes Wing,2009,1,5891,1269560
"Lovely Bones, The",2009,1,718,0380510
Madea Goes to Jail,2009,0,6573,1142800
Madeo,2009,1,678,1216496
"Maid, The",2009,1,3752,1187044
"Maiden Heist, The",2009,0,531,1107860
Make the Yuletide Gay,2009,1,5586,1305714
Map of the Sounds of Tokyo,2009,0,1549,1185376
Mary and Max,2009,0,2669,0978762
Mega Shark vs Giant Octopus,2009,0,2470,1350498
"Men Who Stare at Goats, The",2009,0,548,1234548
"Messenger, The",2009,0,2776,0790712
Micmacs (Micmacs &agrave; tire-larigot),2009,1,1771,1149361
"Milk of Sorrow, The",2009,1,1805,1206488
Modern Family,2009,1,2915,1442437
Monsters vs Aliens,2009,1,2656,0892782
Moon,2009,0,544,1182345
Mother and Child,2009,1,1162,1121977
Mr. Nobody,2009,0,1413,0485947
Mutants,2009,1,2606,1146320
My Bloody Valentine 3D,2009,0,2489,1179891
My Last Five Girlfriends,2009,1,2258,1050002
My Queen Karo,2009,1,677,1272041
My Sister&#39;s Keeper,2009,1,798,1078588
"My Son, My Son, What Have Ye Done",2009,0,3165,1233219
Mystery Team,2009,0,8146,1237838
Nasty Old People,2009,1,5251,1527679
Natale a Beverly Hills,2009,0,4467,1504362
New Moon,2009,1,780,1259571
Ngai chai dor ching,2009,0,1638,1463188
Nine,2009,0,709,0875034
Ninja Assassin,2009,0,563,1186367
Not Since You,2009,0,4931,1072438
Nothing Personal,2009,1,1177,1320352
Nowhere Boy,2009,1,5153,1266029
Ondine,2009,1,2127,1235796
One Hot Summer,2009,0,4114,1422201
Opie Gets Laid,2009,1,8456,0446043
Orphan,2009,1,471,1148204
OSS 117: Lost in Rio,2009,0,3061,1167660
Our Summer in Tehran,2009,1,2755,1326956
Paa,2009,0,3730,1532957
Pandorum,2009,0,4047,1188729
Paper Heart,2009,1,2435,1331064
Perrier&#39;s Bounty,2009,0,1493,1003034
Planet 51,2009,0,1421,0762125
"Police, Adjective",2009,0,1804,1337051
Polytechnique,2009,1,4827,1194238
Precious: Based on the Novel Push by Sapphire,2009,1,633,0929632
"Princess and the Frog, The",2009,1,562,0780521
Princess Protection Program,2009,1,385,1196339
"Private Lives of Pippa Lee, The",2009,1,774,1134629
Professor Layton and the Eternal Diva,2009,1,3082,1488591
"Proposal, The",2009,0,1282,1041829
Public Enemies,2009,0,371,1152836
Push,2009,1,353,0465580
Queen to Play,2009,1,5718,1082009
Red Riding: In the Year of Our Lord 1974,2009,0,724,1259574
Redline,2009,1,6122,1483797
Reservoir Hill,2009,1,5173,2177683
Reykjavik Whale Watching Massacre,2009,1,5784,1075749
"Road, The",2009,0,713,0898367
RoboGeisha,2009,1,3472,1381512
Scheherazade Tell Me a Story,2009,1,1137,1473149
"Scouting Book for Boys, The",2009,0,1936,1022885
"Secret in Their Eyes, The",2009,0,1140,1305806
"Secret of Kells, The",2009,0,703,0485601
Serious Moonlight,2009,0,992,1133993
"She, a Chinese",2009,0,1410,1389374
